cystine / cysteine ABC transporter,"tcyJ"" // ""tcyL"" // ""tcyN",TUPLE // G7039-MONOMER // 1 // TUPLE // G7037-MONOMER // 2 // TUPLE // EG12347-MONOMER // 2,"cystine/cysteine ABC transporter periplasmic binding protein"" // ""cystine/cysteine ABC transporter membrane subunit"" // ""cystine/cysteine ABC transporter ATP binding subunit",,,
cytidine/deoxycytidine deaminase,cdd,TUPLE // CYTIDEAM-MONOMER // 2,cytidine/deoxycytidine deaminase,,,
"cytochrome <i>bd</i>-I ubiquinol oxidase subunit I"" // ""cytochrome <i>bd</i>-I ubiquinol oxidase subunit II"" // ""cytochrome <i>bd</i>-I ubiquinol oxidase subunit CydX","cydX"" // ""cydB"" // ""cydA",TUPLE // MONOMER0-2663 // 1 // TUPLE // CYDB-MONOMER // 1 // TUPLE // CYDA-MONOMER // 1,"cytochrome <i>bd</i>-I ubiquinol oxidase subunit CydX"" // ""cytochrome <i>bd</i>-I ubiquinol oxidase subunit II"" // ""cytochrome <i>bd</i>-I ubiquinol oxidase subunit I",,,
cytochrome <i>bd</i>-II ubiquinol oxidase,"appB"" // ""appC",TUPLE // APPB-MONOMER // 1 // TUPLE // APPC-MONOMER // 1,"cytochrome <i>bd</i>-II ubiquinol oxidase subunit II"" // ""cytochrome <i>bd</i>-II ubiquinol oxidase subunit I",,,
cytochrome <i>bo<sub>3</sub></i> ubiquinol oxidase,"cyoC"" // ""cyoB"" // ""cyoA"" // ""cyoD",TUPLE // CYOC-MONOMER // 1 // TUPLE // CYOB-MONOMER // 1 // TUPLE // CYOA-MONOMER // 1 // TUPLE // CYOD-MONOMER // 1,"cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit III"" // ""cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit I"" // ""cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit II"" // ""cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit IV",,,
cytosine/isoguanine deaminase,codA,TUPLE // CYTDEAM-MONOMER // 6,cytosine/isoguanine deaminase,,,
D-alanine&mdash;D-alanine ligase B,ddlB,TUPLE // DALADALALIGB-MONOMER // 2,D-alanine&mdash;D-alanine ligase B,,,
"D-allose ABC transporter ATP binding subunit"" // ""D-allose ABC transporter membrane subunit"" // ""D-allose ABC transporter periplasmic binding protein","alsB"" // ""alsC"" // ""alsA",TUPLE // YJCX-MONOMER // 1 // TUPLE // YJCV-MONOMER // 2 // TUPLE // YJCW-MONOMER // 1,"D-allose ABC transporter periplasmic binding protein"" // ""D-allose ABC transporter membrane subunit"" // ""D-allose ABC transporter ATP binding subunit",,,
D-amino acid dehydrogenase,dadA,TUPLE // DALADEHYDROGA-MONOMER // 2,D-amino acid dehydrogenase,,,
D-aminoacyl-tRNA deacylase,dtd,TUPLE // EG11852-MONOMER // 2,D-aminoacyl-tRNA deacylase,,,
D-arabinose 5-phosphate isomerase GutQ,gutQ,TUPLE // EG10973-MONOMER // 4,D-arabinose 5-phosphate isomerase GutQ,,,
D-arabinose 5-phosphate isomerase KdsD,kdsD,TUPLE // G7662-MONOMER // 4,D-arabinose 5-phosphate isomerase KdsD,,,
D-cysteine desulfhydrase,dcyD,TUPLE // DCYSDESULF-MONOMER // 2,D-cysteine desulfhydrase,,,
D-erythrose-4-phosphate dehydrogenase,epd,TUPLE // ERYTH4PDEHYDROG-MONOMER // 4,D-erythrose-4-phosphate dehydrogenase,,,
D-galactose / methyl-&beta;-D-galactoside ABC transporter,"mglB"" // ""mglC"" // ""mglA",TUPLE // MGLB-MONOMER // 1 // TUPLE // MGLC-MONOMER // 2 // TUPLE // MGLA-MONOMER // 1,"D-galactose/methyl-galactoside ABC transporter periplasmic binding protein"" // ""D-galactose/methyl-galactoside ABC transporter membrane subunit"" // ""D-galactose/methyl-galactoside ABC transporter ATP binding subunit",,,
"D-gluconate kinase, thermostable",gntK,TUPLE // GLUCONOKINII-MONOMER // 2,"D-gluconate kinase, thermostable",,,
D-lactate dehydrogenase - fermentative,ldhA,TUPLE // DLACTDEHYDROGNAD-MONOMER // 4,D-lactate dehydrogenase - fermentative,,,
D-ribose pyranase,rbsD,TUPLE // EG10817-MONOMER // 10,D-ribose pyranase,,,
D-sedoheptulose 7-phosphate isomerase,lpcA,TUPLE // G6106-MONOMER // 4,D-sedoheptulose 7-phosphate isomerase,,,
dCMP phosphohydrolase,yfbR,TUPLE // G7185-MONOMER // 2,dCMP phosphohydrolase,,,
dCTP deaminase,dcd,TUPLE // DCTP-DEAM-MONOMER // 3,dCTP deaminase,,,
DcuR-Phosphorylated DNA-binding transcriptional activator,dcuR,TUPLE // PHOSPHO-DCUR-MONOMER // 2,"DcuR"" // ""DNA-binding transcriptional activator DcuR",,,
degradosome,"eno"" // ""pnp"" // ""rhlB"" // ""rne"" // ""ppk",TUPLE // ENOLASE-CPLX // 1 // TUPLE // ENOLASE-MONOMER // 2 // TUPLE // CPLX0-3521 // 1 // TUPLE // EG10743-MONOMER // 3 // TUPLE // CPLX0-3541 // 1 // TUPLE // EG10844-MONOMER // 2 // TUPLE // CPLX0-3461 // 1 // TUPLE // EG10859-MONOMER // 4 // TUPLE // PPK-CPLX // 1 // TUPLE // PPK-MONOMER // 2,"enolase"" // ""polynucleotide phosphorylase"" // ""RhlB, ATP-dependent RNA helicase of the RNA degradosome"" // ""ribonuclease E"" // ""polyphosphate kinase",,,
deoxyuridine triphosphatase,dut,TUPLE // DUTP-PYROP-MONOMER // 3,deoxyuridine triphosphatase,,,
Der GTPase-activating protein YihI,yihI,TUPLE // EG11835-MONOMER // 2,Der GTPase-activating protein YihI,,,
dethiobiotin synthetase,bioD,TUPLE // DETHIOBIOTIN-SYN-MONOMER // 2,dethiobiotin synthetase,,,
dGTP triphosphohydrolase,dgt,TUPLE // DGTPTRIPHYDRO-MONOMER // 6,dGTP triphosphohydrolase,,,
diacylglycerol kinase,dgkA,TUPLE // DIACYLGLYKIN-MONOMER // 3,diacylglycerol kinase,,,
diaminopimelate decarboxylase,lysA,TUPLE // DIAMINOPIMDECARB-MONOMER // 2,diaminopimelate decarboxylase,,,
diaminopimelate epimerase,dapF,TUPLE // DIAMINOPIMEPIM-MONOMER // 2,diaminopimelate epimerase,,,
diguanylate cyclase DgcM,dgcM,TUPLE // G6673-MONOMER // 4,diguanylate cyclase DgcM,,,
diguanylate cyclase DgcZ,dgcZ,TUPLE // EG11643-MONOMER // 2,diguanylate cyclase DgcZ,,,
diguanylate cyclase DosC,dosC,TUPLE // G6784-MONOMER // 2,diguanylate cyclase DosC,,,
dihydrolipoyltranssuccinylase,sucB,TUPLE // E2O-MONOMER // 24,"SucB-dihydrolipoate"" // ""SucB-S-succinyldihydrolipoate"" // ""SucB-lipoate"" // ""dihydrolipoyltranssuccinylase",,,
dihydroneopterin aldolase,folB,TUPLE // H2NEOPTERINALDOL-MONOMER // 8,dihydroneopterin aldolase,,,
dihydroneopterin triphosphate 2'-epimerase,folX,TUPLE // H2NTPEPIM-MONOMER // 8,dihydroneopterin triphosphate 2'-epimerase,,,
dihydroorotase,pyrC,TUPLE // DIHYDROOROT-MONOMER // 2,dihydroorotase,,,
dihydropteroate synthase,folP,TUPLE // H2PTEROATESYNTH-MONOMER // 2,dihydropteroate synthase,,,
dihydroxy-acid dehydratase,ilvD,TUPLE // DIHYDROXYACIDDEHYDRAT-MONOMER // 2,dihydroxy-acid dehydratase,,,
dihydroxyacetone kinase,"dhaM"" // ""dhaL"" // ""dhaK",TUPLE // CPLX0-8206 // 1 // TUPLE // EG12399-MONOMER // 2 // TUPLE // MONOMER0-1261 // 2 // TUPLE // G6627-MONOMER // 2,"dihydroxyacetone kinase subunit M/protein-lysine deacetylase"" // ""dihydroxyacetone kinase subunit L"" // ""dihydroxyacetone kinase subunit K",,,
"dihydroxyacetone kinase, phosphotransferase component/protein-acetyllysine deacetylase",dhaM,TUPLE // EG12399-MONOMER // 2,dihydroxyacetone kinase subunit M/protein-lysine deacetylase,,,
dimer of DNA topoisomerase IV subunit A,parC,TUPLE // EG10686-MONOMER // 2,DNA topoisomerase IV subunit A,,,
"dimethyl sulfoxide reductase subunit A"" // ""dimethyl sulfoxide reductase subunit B"" // ""dimethyl sulfoxide reductase subunit C","dmsC"" // ""dmsB"" // ""dmsA",TUPLE // DMSC-MONOMER // 1 // TUPLE // DMSB-MONOMER // 1 // TUPLE // DMSA-MONOMER // 1,"dimethyl sulfoxide reductase subunit C"" // ""dimethyl sulfoxide reductase subunit B"" // ""dimethyl sulfoxide reductase subunit A",,,
DinJ-YafQ antitoxin/toxin complex / DNA-binding transcriptional repressor,"dinJ"" // ""yafQ",TUPLE // G6110-MONOMER // 2 // TUPLE // G6109-MONOMER // 2,"antitoxin/DNA-binding transcriptional repressor DinJ"" // ""ribosome-dependent mRNA interferase toxin YafQ",,,
dipeptide ABC transporter,"dppA"" // ""dppC"" // ""dppB"" // ""dppF"" // ""dppD",TUPLE // DPPA-MONOMER // 1 // TUPLE // DPPC-MONOMER // 1 // TUPLE // DPPB-MONOMER // 1 // TUPLE // DPPF-MONOMER // 1 // TUPLE // DPPD-MONOMER // 1,"dipeptide ABC transporter periplasmic binding protein"" // ""dipeptide ABC transporter membrane subunit DppC"" // ""dipeptide ABC transporter membrane subunit DppB"" // ""dipeptide ABC transporter ATP binding subunit DppF"" // ""dipeptide ABC transporter ATP binding subunit DppD",,,
disulfide reductase,yfcG,TUPLE // G7194-MONOMER // 2,disulfide reductase,,,
disulfide reductase / organic hydroperoxide reductase,yghU,TUPLE // G7553-MONOMER // 2,disulfide reductase / organic hydroperoxide reductase,,,
dITP/XTP pyrophosphatase,rdgB,TUPLE // G7530-MONOMER // 2,dITP/XTP pyrophosphatase,,,
divisome protein complex FtsEX,"ftsX"" // ""ftsE",TUPLE // FTSX-MONOMER // 1 // TUPLE // FTSE-MONOMER // 2,"cell division protein FtsX"" // ""cell division protein FtsE",,,
DLP12 prophage; crossover junction endodeoxyribonuclease RusA,rusA,TUPLE // G6306-MONOMER // 2,DLP12 prophage; crossover junction endodeoxyribonuclease RusA,,,
DLP12 prophage; DNA base-flipping protein,ybcN,TUPLE // G6303-MONOMER // 2,DLP12 prophage; DNA base-flipping protein,,,
DNA gyrase,"gyrB"" // ""gyrA",TUPLE // EG10424-MONOMER // 2 // TUPLE // EG10423-MONOMER // 2,"DNA gyrase subunit B"" // ""DNA gyrase subunit A",,,
DNA polymerase III subunit &beta;,dnaN,TUPLE // EG10242-MONOMER // 2,DNA polymerase III subunit &beta;,,,
"DNA polymerase III, core enzyme","holE"" // ""dnaQ"" // ""dnaE",TUPLE // EG11505-MONOMER // 1 // TUPLE // EG10243-MONOMER // 1 // TUPLE // EG10238-MONOMER // 1,"DNA polymerase III subunit &theta;"" // ""DNA polymerase III subunit &epsilon;"" // ""DNA polymerase III subunit &alpha;",,,
"DNA polymerase III, holoenzyme","holC"" // ""holD"" // ""dnaN"" // ""dnaX"" // ""holB"" // ""holA"" // ""dnaE"" // ""dnaQ"" // ""holE",TUPLE // CPLX0-7910 // 4 // TUPLE // EG11413-MONOMER // 4 // TUPLE // EG11414-MONOMER // 4 // TUPLE // CPLX0-3802 // 1 // TUPLE // CPLX0-3761 // 2 // TUPLE // EG10242-MONOMER // 4 // TUPLE // CPLX0-3801 // 1 // TUPLE // EG10245-MONOMER // 5 // TUPLE // EG11500-MONOMER // 1 // TUPLE // EG11412-MONOMER // 1 // TUPLE // CPLX0-2361 // 3 // TUPLE // EG10238-MONOMER // 3 // TUPLE // EG10243-MONOMER // 3 // TUPLE // EG11505-MONOMER // 3,"DNA polymerase III subunit &chi;"" // ""DNA polymerase III subunit &psi;"" // ""DNA polymerase III subunit &beta;"" // ""DNA polymerase III subunit &gamma;"" // ""DNA polymerase III subunit &tau;"" // ""DNA polymerase III subunit &delta;'"" // ""DNA polymerase III subunit &delta;"" // ""DNA polymerase III subunit &alpha;"" // ""DNA polymerase III subunit &epsilon;"" // ""DNA polymerase III subunit &theta;",,,
"DNA polymerase III, preinitiation complex","holA"" // ""holB"" // ""dnaX",TUPLE // EG11412-MONOMER // 1 // TUPLE // EG11500-MONOMER // 1 // TUPLE // EG10245-MONOMER // 3,"DNA polymerase III subunit &delta;"" // ""DNA polymerase III subunit &delta;'"" // ""DNA polymerase III subunit &gamma;"" // ""DNA polymerase III subunit &tau;",,,
"DNA polymerase III, &psi;-&chi; subunit","holD"" // ""holC",TUPLE // EG11414-MONOMER // 1 // TUPLE // EG11413-MONOMER // 1,"DNA polymerase III subunit &psi;"" // ""DNA polymerase III subunit &chi;",,,
"DNA polymerase III, &tau; subunit dimer",dnaX,TUPLE // EG10245-MONOMER // 2,"DNA polymerase III subunit &gamma;"" // ""DNA polymerase III subunit &tau;",,,
DNA polymerase V,"umuD"" // ""umuC",TUPLE // EG11057-MONOMER // 2 // TUPLE // EG11056-MONOMER // 1,"DNA polymerase V protein UmuD"" // ""DNA polymerase V catalytic protein",,,
DNA replication inhibitor,cspD,TUPLE // EG11111-MONOMER // 2,DNA replication inhibitor,,,
DNA topoisomerase IV,"parC"" // ""parE",TUPLE // CPLX0-2423 // 1 // TUPLE // EG10686-MONOMER // 2 // TUPLE // EG10687-MONOMER // 2,"DNA topoisomerase IV subunit A"" // ""DNA topoisomerase IV subunit B",,,
DNA-binding transcriptional activator CaiF,caiF,TUPLE // G6088-MONOMER // 2,DNA-binding transcriptional activator CaiF,,,
DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL,pdeL,TUPLE // EG11236-MONOMER // 2,DNA-binding transcriptional activator/c-di-GMP phosphodiesterase PdeL,,,
DNA-binding transcriptional dual regulator ArgP,argP,TUPLE // EG10490-MONOMER // 2,DNA-binding transcriptional dual regulator ArgP,,,
DNA-binding transcriptional dual regulator ArgR,argR,TUPLE // PD00194 // 6,DNA-binding transcriptional dual regulator ArgR,,,
DNA-binding transcriptional dual regulator AsnC,asnC,TUPLE // PD00250 // 2,DNA-binding transcriptional dual regulator AsnC,,,
DNA-binding transcriptional dual regulator Cra,cra,TUPLE // PD00521 // 4,DNA-binding transcriptional dual regulator Cra,,,
DNA-binding transcriptional dual regulator CRP,crp,TUPLE // PD00257 // 2,DNA-binding transcriptional dual regulator CRP,,,
DNA-binding transcriptional dual regulator CueR-Cu<sup>+</sup>,cueR,TUPLE // CPLX0-7702 // 2 // TUPLE // G6263-MONOMER // 2 // TUPLE // CU+ // 2,DNA-binding transcriptional dual regulator CueR,,,
DNA-binding transcriptional dual regulator CysB,cysB,TUPLE // PD00232 // 4,DNA-binding transcriptional dual regulator CysB,,,
DNA-binding transcriptional dual regulator DsdC,dsdC,TUPLE // PD00297 // 2,DNA-binding transcriptional dual regulator DsdC,,,
DNA-binding transcriptional dual regulator Fis,fis,TUPLE // PD00196 // 2,DNA-binding transcriptional dual regulator Fis,,,
DNA-binding transcriptional dual regulator FNR,fnr,TUPLE // PD00197 // 2,DNA-binding transcriptional dual regulator FNR,,,
DNA-binding transcriptional dual regulator HU,"hupB"" // ""hupA",TUPLE // EG10467-MONOMER // 1 // TUPLE // EG10466-MONOMER // 1,"transcriptional dual regulator HU-&beta;, NS1 (HU-1)"" // ""transcriptional dual regulator HU-&alpha; (HU-2)",,,
DNA-binding transcriptional dual regulator IHF,"ihfB"" // ""ihfA",TUPLE // PD00348 // 1 // TUPLE // PD00347 // 1,"integration host factor subunit &beta;"" // ""integration host factor subunit &alpha;",,,
DNA-binding transcriptional dual regulator MetR,metR,TUPLE // PD03938 // 2,DNA-binding transcriptional dual regulator MetR,,,
DNA-binding transcriptional dual regulator ModE,modE,TUPLE // MONOMER0-185 // 2,DNA-binding transcriptional dual regulator ModE,,,
DNA-binding transcriptional dual regulator MurR,murR,TUPLE // G7262-MONOMER // 4,DNA-binding transcriptional dual regulator MurR,,,
DNA-binding transcriptional dual regulator NtrC,glnG,TUPLE // PROTEIN-NRI // 2,"NtrC-phosphorylated monomer"" // ""DNA-binding transcriptional dual regulator NtrC",,,
DNA-binding transcriptional dual regulator TorR,torR,TUPLE // TORR-MONOMER // 2,DNA-binding transcriptional dual regulator TorR,,,
DNA-binding transcriptional repressor ArsR,arsR,TUPLE // EG12235-MONOMER // 2,DNA-binding transcriptional repressor ArsR,,,
DNA-binding transcriptional repressor CytR,cytR,TUPLE // PD04028 // 2,DNA-binding transcriptional repressor CytR,,,
DNA-binding transcriptional repressor FrmR,frmR,TUPLE // G6209-MONOMER // 4,DNA-binding transcriptional repressor FrmR,,,
DNA-binding transcriptional repressor LexA,lexA,TUPLE // PD00205 // 2,DNA-binding transcriptional repressor LexA,,,
DNA-binding transcriptional repressor LsrR,lsrR,TUPLE // G6799-MONOMER // 4,DNA-binding transcriptional repressor LsrR,,,
DNA-binding transcriptional repressor MarR,marR,TUPLE // PD00364 // 2,DNA-binding transcriptional repressor MarR,,,
DNA-binding transcriptional repressor MngR,mngR,TUPLE // PD01103 // 2,DNA-binding transcriptional repressor MngR,,,
DNA-binding transcriptional repressor MprA,mprA,TUPLE // EG10603-MONOMER // 2,DNA-binding transcriptional repressor MprA,,,
DNA-binding transcriptional repressor NsrR,nsrR,TUPLE // EG11212-MONOMER // 2,DNA-binding transcriptional repressor NsrR,,,
DNA-binding transcriptional repressor PaaX,paaX,TUPLE // G6720-MONOMER // 2,DNA-binding transcriptional repressor PaaX,,,
DNA-binding transcriptional repressor PurR,purR,TUPLE // PD00219 // 2,DNA-binding transcriptional repressor PurR,,,
DNA-binding transcriptional repressor TreR,treR,TUPLE // EG12202-MONOMER // 2,DNA-binding transcriptional repressor TreR,,,
DNA-binding transcriptional repressor TrpR,trpR,TUPLE // PD00423 // 2,DNA-binding transcriptional repressor TrpR,,,
DNA-binding transcriptional repressor Zur,zur,TUPLE // EG11929-MONOMER // 2,DNA-binding transcriptional repressor Zur,,,
DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,nadR,TUPLE // PD04413 // 4,DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,,,
DnaA initiator-associating factor for replication initiation,diaA,TUPLE // YRAO-MONOMER // 4,DnaA initiator-associating factor for replication initiation,,,
DosC-DosP complex,"dosC"" // ""dosP",TUPLE // G6784-MONOMER // 1 // TUPLE // G6783-MONOMER // 1,"diguanylate cyclase DosC"" // ""oxygen-sensing c-di-GMP phosphodiesterase DosP",,,
Dps complex; stationary phase nucleoid component that sequesters iron and protects DNA from damage,dps,TUPLE // EG11415-MONOMER // 12,stationary phase nucleoid protein that sequesters iron and protects DNA from damage,,,
DsbG<sub>oxidized</sub>,dsbG,TUPLE // DSBG-MONOMER // 2,DsbG<SUB>reduced</SUB>,,,
DsbG<sub>reduced</sub>,dsbG,TUPLE // DSBG-MONOMER // 2,DsbG<SUB>reduced</SUB>,,,
dTDP-4-dehydro-6-deoxy-D-glucose transaminase,wecE,TUPLE // RFFTRANS-MONOMER // 4,dTDP-4-dehydro-6-deoxy-D-glucose transaminase,,,
"dTDP-glucose 4,6-dehydratase 1",rfbB,TUPLE // DTDPGLUCDEHYDRAT-MONOMER // 2,"dTDP-glucose 4,6-dehydratase 1",,,
dTDP-glucose pyrophosphorylase,rfbA,TUPLE // DTDPGLUCOSEPP-MONOMER // 4,dTDP-glucose pyrophosphorylase,,,
dTDP-glucose pyrophosphorylase 2,rffH,TUPLE // DTDPGLUCOSEPP2-MONOMER // 4,dTDP-glucose pyrophosphorylase 2,,,
dTDP-L-rhamnose synthetase complex,"rfbD"" // ""rfbC",TUPLE // DTDPDEHYRHAMREDUCT-MONOMER // 1 // TUPLE // DTDPDEHYDRHAMEPIM-MONOMER // 1,DTDPDEHYRHAMREDUCT-MONOMER // DTDPDEHYDRHAMEPIM-MONOMER,,,
DUF892 domain-containing protein YciF,yciF,TUPLE // EG11126-MONOMER // 2,DUF892 domain-containing protein YciF,,,
<I>Eco</I>KI restriction-modification system,"hsdS"" // ""hsdR"" // ""hsdM",TUPLE // EG10460-MONOMER // 1 // TUPLE // EG10459-MONOMER // 2 // TUPLE // EG10458-MONOMER // 2,"type I restriction enzyme EcoKI specificity protein"" // ""type I restriction enzyme EcoKI endonuclease component"" // ""type I restriction enzyme EcoKI methyltransferase component",,,
EF-P-lysine lysyltransferase,epmA,TUPLE // EG11211-MONOMER // 2,EF-P-lysine lysyltransferase,,,
"enamine/imine deaminase, redox regulated chaperone",ridA,TUPLE // G7877-MONOMER // 3,"enamine/imine deaminase, redox regulated chaperone",,,
energy transducing Ton complex,"exbD"" // ""exbB"" // ""tonB",TUPLE // EG10272-MONOMER // 1 // TUPLE // EG10271-MONOMER // 1 // TUPLE // EG11012-MONOMER // 1,"Ton complex subunit ExbD"" // ""Ton complex subunit ExbB"" // ""Ton complex subunit TonB",,,
enolase,eno,TUPLE // ENOLASE-MONOMER // 2,enolase,,,
enoyl-[acyl-carrier-protein] reductase,fabI,TUPLE // ENOYL-ACP-REDUCT-NADH-MONOMER // 4,enoyl-[acyl-carrier-protein] reductase subunit,,,
|Ent-B|,,,,,,
Enterobacterial Common Antigen Biosynthesis Protein Complex,"wzzE"" // ""wzyE"" // ""wzxE",TUPLE // EG11295-MONOMER // 1 // TUPLE // FUC4NACTRANS-MONOMER // 1 // TUPLE // EG11486-MONOMER // 1,"enterobacterial common antigen polysaccharide co-polymerase"" // ""enterobacterial common antigen polymerase"" // ""lipid III flippase",,,
enterobactin export complex EntS-TolC,"tolC"" // ""entS",TUPLE // CPLX0-7964 // 1 // TUPLE // EG11009-MONOMER // 3 // TUPLE // YBDA-MONOMER // 1,"outer membrane channel TolC"" // YBDA-MONOMER
""<i>holo</i>-EntB dimer"" // ""phosphopantetheinyl transferase EntD"" // ""<i>holo</i> [EntF peptidyl-carrier protein]"" // ""2,3-dihydroxybenzoate-AMP ligase","entE"" // ""entF"" // ""entD"" // ""entB",TUPLE // ENTE-CPLX // 1 // TUPLE // ENTE-MONOMER // 2 // TUPLE // ENTF-PANT // 1 // TUPLE // ENTD-MONOMER // 1 // TUPLE // ENTB-CPLX // 1 // TUPLE // HOLO-ENTB // 2,"2,3-dihydroxybenzoate-AMP ligase"" // ""<i>holo</i> [EntF peptidyl-carrier protein]"" // ""apo-serine activating enzyme"" // ""phosphopantetheinyl transferase EntD"" // ""<i>holo</i> EntB"" // ""enterobactin synthase component B"
EnvZ complex,,,,,,
erythronate-4-phosphate dehydrogenase,pdxB,TUPLE // ERYTHRON4PDEHYDROG-MONOMER // 2,erythronate-4-phosphate dehydrogenase,,,
ethanol dehydrogenase / alcohol dehydrogenase,adhP,TUPLE // ADHP-MONOMER // 4,ethanol dehydrogenase / alcohol dehydrogenase,,,
"ethanolamine ammonia-lyase subunit &alpha;"" // ""ethanolamine ammonia-lyase subunit &beta;","eutC"" // ""eutB",TUPLE // EUTC-MONOMER // 6 // TUPLE // EUTB-MONOMER // 6,"ethanolamine ammonia-lyase subunit &beta;"" // ""ethanolamine ammonia-lyase subunit &alpha;",,,
evolved &beta;-D-galactosidase,"ebgC"" // ""ebgA",TUPLE // EG10253-MONOMER // 4 // TUPLE // EG10252-MONOMER // 4,"DUF386 domain-containing evolved &beta;-D-galactosidase subunit &beta;"" // ""evolved &beta;-D-galactosidase subunit &alpha;",,,
excision nuclease UvrABC,"uvrA"" // ""uvrC"" // ""uvrB",TUPLE // EG11061-MONOMER // 1 // TUPLE // EG11063-MONOMER // 1 // TUPLE // EG11062-MONOMER // 1,"excision nuclease subunit A"" // ""excision nuclease subunit C"" // ""excision nuclease subunit B",,,
exodeoxyribonuclease V,"recB"" // ""recC"" // ""recD",TUPLE // EG10824-MONOMER // 1 // TUPLE // EG10825-MONOMER // 1 // TUPLE // EG10826-MONOMER // 1,"exodeoxyribonuclease V subunit RecB"" // ""exodeoxyribonuclease V subunit RecC"" // ""exodeoxyribonuclease V subunit RecD",,,
exodeoxyribonuclease VII,"xseB"" // ""xseA",TUPLE // EG11098-MONOMER // 4 // TUPLE // EG11072-MONOMER // 1,"exodeoxyribonuclease VII subunit XseB"" // ""exodeoxyribonuclease VII subunit XseA",,,
exopolyphosphatase,ppx,TUPLE // PPX-MONOMER // 2,exopolyphosphatase,,,
"fatty acid oxidation complex, &alpha; component",fadB,TUPLE // FADB-MONOMER // 2,"dodecenoyl-CoA &delta;-isomerase, enoyl-CoA hydratase, 3-hydroxybutyryl-CoA epimerase, 3-hydroxyacyl-CoA dehydrogenase",,,
"fatty acid oxidation complex, &beta; component",fadA,TUPLE // FADA-MONOMER // 2,3-ketoacyl-CoA thiolase,,,
fatty acyl-CoA synthetase,fadD,TUPLE // ACYLCOASYN-MONOMER // 2,fatty acyl-CoA synthetase,,,
FecAR Signal Transduction System,"fecR"" // ""fecA",TUPLE // EG10292-MONOMER // 1 // TUPLE // EG10286-MONOMER // 1,"regulator for fec operon, periplasmic"" // ""ferric citrate outer membrane transporter",,,
ferric citrate ABC transporter,"fecB"" // ""fecD"" // ""fecC"" // ""fecE",TUPLE // FECB-MONOMER // 1 // TUPLE // FECD-MONOMER // 1 // TUPLE // FECC-MONOMER // 1 // TUPLE // FECE-MONOMER // 2,"ferric citrate ABC transporter periplasmic binding protein"" // ""ferric citrate ABC transporter membrane subunit FecD"" // ""ferric citrate ABC transporter membrane subunit FecC"" // ""ferric citrate ABC transporter ATP binding subunit",,,
ferric citrate outer membrane transport complex,"tonB"" // ""exbB"" // ""exbD"" // ""fecA",TUPLE // CPLX0-1923 // 1 // TUPLE // EG11012-MONOMER // 1 // TUPLE // EG10271-MONOMER // 1 // TUPLE // EG10272-MONOMER // 1 // TUPLE // EG10286-MONOMER // 1,"Ton complex subunit TonB"" // ""Ton complex subunit ExbB"" // ""Ton complex subunit ExbD"" // ""ferric citrate outer membrane transporter",,,
ferric coprogen outer membrane transport complex,"tonB"" // ""exbB"" // ""exbD"" // ""fhuE",TUPLE // CPLX0-1923 // 1 // TUPLE // EG11012-MONOMER // 1 // TUPLE // EG10271-MONOMER // 1 // TUPLE // EG10272-MONOMER // 1 // TUPLE // EG10306-MONOMER // 1,"Ton complex subunit TonB"" // ""Ton complex subunit ExbB"" // ""Ton complex subunit ExbD"" // ""ferric coprogen/ferric rhodotorulic acid outer membrane transporter",,,
ferric enterobactin ABC transporter,"fepB"" // ""fepG"" // ""fepD"" // ""fepC",TUPLE // FEPB-MONOMER // 1 // TUPLE // FEPG-MONOMER // 1 // TUPLE // FEPD-MONOMER // 1 // TUPLE // FEPC-MONOMER // 2,"ferric enterobactin ABC transporter periplasmic binding protein"" // ""ferric enterobactin ABC transporter membrane subunit FepG"" // ""ferric enterobactin ABC transporter membrane subunit FebD"" // ""ferric enterobactin ABC transporter ATP binding subunit",,,
ferric enterobactin outer membrane transport complex,"fepA"" // ""tonB"" // ""exbB"" // ""exbD",TUPLE // EG10293-MONOMER // 1 // TUPLE // CPLX0-1923 // 1 // TUPLE // EG11012-MONOMER // 1 // TUPLE // EG10271-MONOMER // 1 // TUPLE // EG10272-MONOMER // 1,"ferric enterobactin outer membrane transporter"" // ""Ton complex subunit TonB"" // ""Ton complex subunit ExbB"" // ""Ton complex subunit ExbD",,,
ferrichrome outer membrane transport complex,"fhuA"" // ""tonB"" // ""exbB"" // ""exbD",TUPLE // EG10302-MONOMER // 1 // TUPLE // CPLX0-1923 // 1 // TUPLE // EG11012-MONOMER // 1 // TUPLE // EG10271-MONOMER // 1 // TUPLE // EG10272-MONOMER // 1,"ferrichrome outer membrane transporter/phage receptor"" // ""Ton complex subunit TonB"" // ""Ton complex subunit ExbB"" // ""Ton complex subunit ExbD",,,
ferritin iron-storage complex,ftnA,TUPLE // EG10921-MONOMER // 24,ferritin iron storage protein,,,
